client	date	weekday	paymethod	value	product
101722	21-Dec-97	Sunday	bankcheck	15723	fish
102421	28-Dec-97	Sunday	money	19228	fish
102733	13-Dec-97	Saturday	money	28515	dairy
103385	05-Dec-97	Friday	money	22830	charcuterie
103708	10-Dec-97	Wednesday	money	2606	dairy
103749	23-Dec-97	Tuesday	card	34751	dairy
104111	22-Dec-97	Monday	card	27453	dairy
104554	27-Dec-97	Saturday	money	19063	dairy
104830	30-Dec-97	Tuesday	money	21427	dairy
106044	02-Dec-97	Tuesday	card	36134	fruitvegs
106531	14-Dec-97	Sunday	money	11658	fish
106649	08-Dec-97	Monday	card	25812	beer
107876	11-Dec-97	Thursday	bankcheck	21893	dairy
108003	14-Dec-97	Sunday	card	12510	fish
108601	18-Dec-97	Thursday	money	14122	fish
108718	18-Dec-97	Thursday	money	15621	charcuterie
108764	16-Dec-97	Tuesday	money	44629	dairy
108832	20-Dec-97	Saturday	bankcheck	27860	dairy
108855	24-Dec-97	Wednesday	card	32842	clothes
109048	21-Dec-97	Sunday	card	42580	fruitvegs
109224	03-Dec-97	Wednesday	bankcheck	20095	charcuterie
109884	23-Dec-97	Tuesday	card	35822	spirit drinks
10451	05-Dec-97	Friday	bankcheck	15017	charcuterie
10987	25-Dec-97	Thursday	money	37708	wine
11119	10-Dec-97	Wednesday	bankcheck	29420	spirit drinks
11220	03-Dec-97	Wednesday	card	23632	charcuterie
11230	15-Dec-97	Monday	money	4628	fish
11553	17-Dec-97	Wednesday	money	15113	clothes
11966	27-Dec-97	Saturday	card	22188	fish
12291	28-Dec-97	Sunday	money	41952	wine
12584	13-Dec-97	Saturday	card	46632	fruitvegs
12694	15-Dec-97	Monday	money	15863	fruitvegs
13325	25-Dec-97	Thursday	card	41280	clothes
14015	20-Dec-97	Saturday	money	31866	canned
14301	15-Dec-97	Monday	money	39917	canned
14368	09-Dec-97	Tuesday	bankcheck	34918	wine
14658	22-Dec-97	Monday	card	46805	dairy
14996	14-Dec-97	Sunday	money	22259	frozen_meals
15177	16-Dec-97	Tuesday	card	24792	clothes
16220	23-Dec-97	Tuesday	bankcheck	34787	canned
16287	14-Dec-97	Sunday	money	42553	clothes
17470	30-Dec-97	Tuesday	money	19076	charcuterie
17809	30-Dec-97	Tuesday	card	39602	clothes
17864	10-Dec-97	Wednesday	bankcheck	35656	fish
18331	20-Dec-97	Saturday	card	4790	frozen_meals
18334	22-Dec-97	Monday	money	42434	frozen_meals
18917	06-Dec-97	Saturday	card	47935	charcuterie
18953	11-Dec-97	Thursday	card	24257	fruitvegs
19078	15-Dec-97	Monday	money	3885	fruitvegs
19193	12-Dec-97	Friday	card	22350	clothes
19211	18-Dec-97	Thursday	card	35954	frozen_meals
19519	20-Dec-97	Saturday	card	12408	beer
20260	06-Dec-97	Saturday	bankcheck	13124	canned
20849	11-Dec-97	Thursday	money	44982	wine
21347	22-Dec-97	Monday	bankcheck	4301	meat
23501	15-Dec-97	Monday	money	1022	clothes
24534	03-Dec-97	Wednesday	card	37739	spirit drinks
24566	11-Dec-97	Thursday	card	39449	fish
24651	10-Dec-97	Wednesday	money	32122	clothes
24686	07-Dec-97	Sunday	card	38278	wine
24874	06-Dec-97	Saturday	money	3594	clothes
25256	21-Dec-97	Sunday	card	39693	clothes
25668	10-Dec-97	Wednesday	bankcheck	21957	wine
25765	16-Dec-97	Tuesday	bankcheck	35681	wine
25774	23-Dec-97	Tuesday	money	3877	wine
27306	02-Dec-97	Tuesday	bankcheck	17391	frozen_meals
27496	04-Dec-97	Thursday	card	16327	beer
27673	09-Dec-97	Tuesday	money	37565	beer
27682	01-Dec-97	Monday	bankcheck	18296	dairy
28061	06-Dec-97	Saturday	card	37224	clothes
28081	27-Dec-97	Saturday	card	26112	meat
28233	29-Dec-97	Monday	money	40811	fruitvegs
28313	15-Dec-97	Monday	money	34889	clothes
28314	01-Dec-97	Monday	card	38806	clothes
28427	03-Dec-97	Wednesday	bankcheck	12974	frozen_meals
28528	09-Dec-97	Tuesday	bankcheck	40711	wine
28629	04-Dec-97	Thursday	money	44811	charcuterie
28755	14-Dec-97	Sunday	bankcheck	43995	clothes
28979	08-Dec-97	Monday	bankcheck	35849	canned
29192	14-Dec-97	Sunday	money	21265	clothes
29224	15-Dec-97	Monday	card	40948	wine
29343	18-Dec-97	Thursday	bankcheck	11038	fruitvegs
30243	21-Dec-97	Sunday	money	30392	wine
30423	28-Dec-97	Sunday	bankcheck	4494	clothes
30459	30-Dec-97	Tuesday	bankcheck	32676	canned
30989	02-Dec-97	Tuesday	card	25913	clothes
31033	05-Dec-97	Friday	card	41565	clothes
31083	22-Dec-97	Monday	money	45615	fish
31552	14-Dec-97	Sunday	card	36278	fruitvegs
32160	15-Dec-97	Monday	money	19718	frozen_meals
32369	20-Dec-97	Saturday	bankcheck	21920	clothes
32432	21-Dec-97	Sunday	bankcheck	28385	frozen_meals
32646	30-Dec-97	Tuesday	bankcheck	2653	dairy
33172	03-Dec-97	Wednesday	card	3106	clothes
33173	11-Dec-97	Thursday	money	36833	wine
33413	06-Dec-97	Saturday	money	37902	clothes
33697	09-Dec-97	Tuesday	money	2198	clothes
34529	20-Dec-97	Saturday	card	43195	meat
34605	12-Dec-97	Friday	card	458	meat
35561	16-Dec-97	Tuesday	money	34424	frozen_meals
35904	13-Dec-97	Saturday	bankcheck	38061	spirit drinks
36863	15-Dec-97	Monday	card	39470	wine
36927	19-Dec-97	Friday	bankcheck	20181	clothes
36951	01-Dec-97	Monday	bankcheck	12953	charcuterie
37114	28-Dec-97	Sunday	money	48040	dairy
37917	13-Dec-97	Saturday	money	22929	fruitvegs
38063	16-Dec-97	Tuesday	money	36074	fish
38477	16-Dec-97	Tuesday	money	13817	clothes
38600	24-Dec-97	Wednesday	card	4748	clothes
38645	11-Dec-97	Thursday	money	47210	fish
39042	27-Dec-97	Saturday	money	49832	clothes
10150	19-Dec-97	Friday	card	41135	spirit drinks
10609	13-Dec-97	Saturday	bankcheck	14239	dairy
10645	09-Dec-97	Tuesday	card	18480	canned
10717	14-Dec-97	Sunday	card	47270	dairy
10902	23-Dec-97	Tuesday	card	26718	fruitvegs
10915	11-Dec-97	Thursday	card	12462	frozen_meals
10987	25-Dec-97	Thursday	money	37708	fruitvegs
11241	18-Dec-97	Thursday	bankcheck	33890	dairy
11966	27-Dec-97	Saturday	card	22188	dairy
12582	03-Dec-97	Wednesday	money	25601	fruitvegs
12584	13-Dec-97	Saturday	card	46632	clothes
12694	15-Dec-97	Monday	money	15863	clothes
12800	07-Dec-97	Sunday	card	25739	fruitvegs
13722	14-Dec-97	Sunday	card	36217	dairy
13903	20-Dec-97	Saturday	money	29165	canned
14743	15-Dec-97	Monday	money	21681	meat
15099	14-Dec-97	Sunday	card	11273	beer
15590	02-Dec-97	Tuesday	money	44070	fruitvegs
16287	14-Dec-97	Sunday	money	42553	wine
16316	05-Dec-97	Friday	bankcheck	39170	dairy
16350	11-Dec-97	Thursday	card	31892	fruitvegs
17133	06-Dec-97	Saturday	card	21328	spirit drinks
17201	25-Dec-97	Thursday	card	37775	fruitvegs
17571	13-Dec-97	Saturday	card	153	fruitvegs
17830	25-Dec-97	Thursday	card	28020	beer
17864	10-Dec-97	Wednesday	bankcheck	35656	fruitvegs
18030	29-Dec-97	Monday	card	12994	meat
18126	24-Dec-97	Wednesday	card	34713	dairy
18143	01-Dec-97	Monday	money	43588	frozen_meals
18331	20-Dec-97	Saturday	card	4790	fruitvegs
18517	08-Dec-97	Monday	card	42509	fruitvegs
18953	11-Dec-97	Thursday	card	24257	clothes
19041	12-Dec-97	Friday	card	14682	fruitvegs
19078	15-Dec-97	Monday	money	3885	clothes
19209	19-Dec-97	Friday	card	4637	frozen_meals
19915	18-Dec-97	Thursday	money	40087	fruitvegs
19999	05-Dec-97	Friday	card	17161	dairy
20521	23-Dec-97	Tuesday	money	46	canned
20556	26-Dec-97	Friday	card	20410	fish
21875	02-Dec-97	Tuesday	money	10727	wine
23037	11-Dec-97	Thursday	money	46016	fruitvegs
24493	01-Dec-97	Monday	card	20868	dairy
24534	03-Dec-97	Wednesday	card	37739	fruitvegs
24864	04-Dec-97	Thursday	money	24668	frozen_meals
24874	06-Dec-97	Saturday	money	3594	wine
25311	09-Dec-97	Tuesday	card	47545	fruitvegs
26061	27-Dec-97	Saturday	money	47054	fish
27306	02-Dec-97	Tuesday	bankcheck	17391	spirit drinks
27664	25-Dec-97	Thursday	money	35636	spirit drinks
27766	18-Dec-97	Thursday	card	40077	fruitvegs
28081	27-Dec-97	Saturday	card	26112	charcuterie
28233	29-Dec-97	Monday	money	40811	dairy
28313	15-Dec-97	Monday	money	34889	fruitvegs
28935	18-Dec-97	Thursday	bankcheck	2298	frozen_meals
28994	22-Dec-97	Monday	money	11217	fruitvegs
29224	15-Dec-97	Monday	card	40948	charcuterie
29343	18-Dec-97	Thursday	bankcheck	11038	wine
29483	26-Dec-97	Friday	bankcheck	29115	fruitvegs
29944	04-Dec-97	Thursday	money	42898	fruitvegs
30132	29-Dec-97	Monday	money	23936	fruitvegs
30239	20-Dec-97	Saturday	card	42372	spirit drinks
30371	10-Dec-97	Wednesday	card	30887	fruitvegs
30850	08-Dec-97	Monday	money	17182	dairy
31011	14-Dec-97	Sunday	card	39563	beer
31046	27-Dec-97	Saturday	money	16585	canned
31083	22-Dec-97	Monday	money	45615	spirit drinks
31552	14-Dec-97	Sunday	card	36278	clothes
31921	07-Dec-97	Sunday	bankcheck	34426	fruitvegs
32380	10-Dec-97	Wednesday	card	11122	canned
32392	17-Dec-97	Wednesday	card	16158	fish
32444	20-Dec-97	Saturday	money	24258	fish
32646	30-Dec-97	Tuesday	bankcheck	2653	frozen_meals
32669	22-Dec-97	Monday	money	49804	frozen_meals
33622	14-Dec-97	Sunday	money	39238	wine
34529	20-Dec-97	Saturday	card	43195	fruitvegs
34702	06-Dec-97	Saturday	card	26376	fruitvegs
34750	16-Dec-97	Tuesday	card	21904	canned
35262	23-Dec-97	Tuesday	bankcheck	26251	fruitvegs
35904	13-Dec-97	Saturday	bankcheck	38061	dairy
36191	08-Dec-97	Monday	bankcheck	46428	fish
37098	29-Dec-97	Monday	card	26638	fruitvegs
37166	10-Dec-97	Wednesday	card	16484	fruitvegs
37366	23-Dec-97	Tuesday	money	43253	dairy
37523	16-Dec-97	Tuesday	card	27671	dairy
37917	13-Dec-97	Saturday	money	22929	wine
37939	06-Dec-97	Saturday	card	49732	fruitvegs
38055	29-Dec-97	Monday	card	14450	fruitvegs
38063	16-Dec-97	Tuesday	money	36074	wine
38097	13-Dec-97	Saturday	money	37138	dairy
38645	11-Dec-97	Thursday	money	47210	charcuterie
38723	26-Dec-97	Friday	bankcheck	1716	fruitvegs
39715	18-Dec-97	Thursday	money	28213	fruitvegs
39914	19-Dec-97	Friday	card	36728	fruitvegs
40208	27-Dec-97	Saturday	money	2317	fruitvegs
40789	08-Dec-97	Monday	money	1119	clothes
40949	30-Dec-97	Tuesday	money	1012	fruitvegs
41157	04-Dec-97	Thursday	money	20233	spirit drinks
41792	18-Dec-97	Thursday	money	14569	fruitvegs
41841	13-Dec-97	Saturday	money	18282	fruitvegs
42163	25-Dec-97	Thursday	money	44998	fruitvegs
42524	19-Dec-97	Friday	bankcheck	14299	fish
42689	06-Dec-97	Saturday	card	12204	clothes
43044	25-Dec-97	Thursday	money	29884	fruitvegs
43228	06-Dec-97	Saturday	money	40092	fruitvegs
43401	17-Dec-97	Wednesday	money	29441	beer
43557	19-Dec-97	Friday	money	24506	fruitvegs
43964	26-Dec-97	Friday	money	29458	fruitvegs
44452	30-Dec-97	Tuesday	card	12610	beer
44775	03-Dec-97	Wednesday	bankcheck	23574	fish
44887	06-Dec-97	Saturday	card	46898	fruitvegs
45102	29-Dec-97	Monday	money	32552	fruitvegs
46071	30-Dec-97	Tuesday	money	18121	fruitvegs
46278	07-Dec-97	Sunday	card	34008	beer
46539	10-Dec-97	Wednesday	bankcheck	38399	dairy
46730	05-Dec-97	Friday	card	41618	meat
47251	21-Dec-97	Sunday	card	46406	fruitvegs
47330	20-Dec-97	Saturday	money	20935	wine
47341	22-Dec-97	Monday	card	31976	frozen_meals
47598	02-Dec-97	Tuesday	card	42943	beer
48783	05-Dec-97	Friday	card	246	fruitvegs
50064	30-Dec-97	Tuesday	card	47082	canned
50104	07-Dec-97	Sunday	money	2560	fish
50150	08-Dec-97	Monday	money	39525	dairy
50531	10-Dec-97	Wednesday	card	37400	fruitvegs
50551	13-Dec-97	Saturday	card	27647	fruitvegs
51818	17-Dec-97	Wednesday	card	16653	fruitvegs
51846	15-Dec-97	Monday	card	37075	fruitvegs
52359	27-Dec-97	Saturday	bankcheck	26205	fruitvegs
52421	20-Dec-97	Saturday	card	31736	wine
53953	20-Dec-97	Saturday	card	26973	fruitvegs
54313	05-Dec-97	Friday	money	30654	dairy
55295	20-Dec-97	Saturday	card	32653	fruitvegs
55418	12-Dec-97	Friday	card	20881	fruitvegs
55550	19-Dec-97	Friday	money	3148	fruitvegs
55552	27-Dec-97	Saturday	card	41646	fish
55625	01-Dec-97	Monday	card	44863	meat
55652	15-Dec-97	Monday	card	41717	frozen_meals
56034	07-Dec-97	Sunday	money	41271	canned
56258	26-Dec-97	Friday	card	21580	fruitvegs
56452	28-Dec-97	Sunday	bankcheck	20823	fruitvegs
56677	13-Dec-97	Saturday	money	30310	fruitvegs
57101	16-Dec-97	Tuesday	card	20759	frozen_meals
57268	18-Dec-97	Thursday	money	25027	fruitvegs
57615	20-Dec-97	Saturday	card	46792	clothes
57762	22-Dec-97	Monday	money	26797	meat
57851	23-Dec-97	Tuesday	money	2956	meat
58188	18-Dec-97	Thursday	card	36063	meat
58485	25-Dec-97	Thursday	bankcheck	35547	fruitvegs
59349	21-Dec-97	Sunday	card	28493	canned
59439	03-Dec-97	Wednesday	money	20778	charcuterie
59480	21-Dec-97	Sunday	money	10328	canned
59580	09-Dec-97	Tuesday	money	40878	fruitvegs
60499	16-Dec-97	Tuesday	money	11844	fruitvegs
60755	10-Dec-97	Wednesday	money	13780	dairy
61107	20-Dec-97	Saturday	card	3031	fruitvegs
61144	24-Dec-97	Wednesday	money	10374	fruitvegs
61159	18-Dec-97	Thursday	card	47228	dairy
61329	27-Dec-97	Saturday	card	26928	fruitvegs
61869	27-Dec-97	Saturday	money	31801	wine
62175	29-Dec-97	Monday	money	17918	fruitvegs
62789	12-Dec-97	Friday	money	15161	fruitvegs
62995	05-Dec-97	Friday	money	14047	fruitvegs
63138	05-Dec-97	Friday	bankcheck	16961	fish
63368	11-Dec-97	Thursday	card	42407	fruitvegs
63420	13-Dec-97	Saturday	bankcheck	22759	fish
63694	14-Dec-97	Sunday	card	22304	canned
63880	15-Dec-97	Monday	money	16748	fish
64215	06-Dec-97	Saturday	money	17099	meat
64281	02-Dec-97	Tuesday	card	1772	frozen_meals
65006	03-Dec-97	Wednesday	money	1055	fruitvegs
65088	14-Dec-97	Sunday	bankcheck	11941	fruitvegs
65853	01-Dec-97	Monday	money	20682	fruitvegs
66191	06-Dec-97	Saturday	money	37523	frozen_meals
66267	19-Dec-97	Friday	money	1569	dairy
66618	03-Dec-97	Wednesday	money	3050	fruitvegs
66886	04-Dec-97	Thursday	money	10684	fruitvegs
67799	24-Dec-97	Wednesday	card	16972	dairy
68058	01-Dec-97	Monday	money	49886	wine
68193	21-Dec-97	Sunday	card	15716	fruitvegs
68438	06-Dec-97	Saturday	money	23424	fruitvegs
68501	29-Dec-97	Monday	bankcheck	15373	spirit drinks
69110	23-Dec-97	Tuesday	money	11849	wine
69401	16-Dec-97	Tuesday	money	3675	wine
69965	10-Dec-97	Wednesday	card	38787	dairy
70018	23-Dec-97	Tuesday	bankcheck	42800	frozen_meals
70206	25-Dec-97	Thursday	bankcheck	1532	canned
70336	30-Dec-97	Tuesday	money	45333	fruitvegs
70359	17-Dec-97	Wednesday	bankcheck	35114	fish
70858	24-Dec-97	Wednesday	money	20946	dairy
71600	26-Dec-97	Friday	bankcheck	47323	beer
71607	23-Dec-97	Tuesday	money	23498	dairy
71690	25-Dec-97	Thursday	money	13636	dairy
72200	28-Dec-97	Sunday	money	12453	dairy
72299	17-Dec-97	Wednesday	bankcheck	24027	beer
72849	11-Dec-97	Thursday	card	20774	beer
72900	15-Dec-97	Monday	card	14464	fruitvegs
73259	07-Dec-97	Sunday	card	16879	fruitvegs
73441	21-Dec-97	Sunday	card	21357	dairy
73651	19-Dec-97	Friday	money	14131	fruitvegs
73708	23-Dec-97	Tuesday	bankcheck	43307	fish
74314	29-Dec-97	Monday	card	38703	meat
75130	04-Dec-97	Thursday	bankcheck	39149	charcuterie
75274	12-Dec-97	Friday	card	32288	canned
75971	26-Dec-97	Friday	card	16030	fruitvegs
76264	13-Dec-97	Saturday	bankcheck	160	dairy
76567	15-Dec-97	Monday	card	4225	canned
77218	09-Dec-97	Tuesday	card	38272	frozen_meals
77232	28-Dec-97	Sunday	bankcheck	28794	fish
78113	16-Dec-97	Tuesday	money	14392	canned
78139	23-Dec-97	Tuesday	money	48558	fruitvegs
78302	21-Dec-97	Sunday	card	32684	fruitvegs
78363	09-Dec-97	Tuesday	card	49413	frozen_meals
79303	01-Dec-97	Monday	money	39650	fish
80297	21-Dec-97	Sunday	bankcheck	37275	fruitvegs
81616	18-Dec-97	Thursday	card	43869	fruitvegs
81825	28-Dec-97	Sunday	card	25071	fruitvegs
81851	03-Dec-97	Wednesday	card	13984	clothes
81971	24-Dec-97	Wednesday	money	19367	canned
82096	29-Dec-97	Monday	money	44539	frozen_meals
82173	04-Dec-97	Thursday	money	15751	charcuterie
82753	08-Dec-97	Monday	bankcheck	37576	clothes
83127	21-Dec-97	Sunday	bankcheck	41290	fruitvegs
84092	11-Dec-97	Thursday	card	34850	wine
84148	04-Dec-97	Thursday	bankcheck	49179	fruitvegs
84605	22-Dec-97	Monday	bankcheck	17849	fruitvegs
84903	23-Dec-97	Tuesday	card	32805	dairy
84937	03-Dec-97	Wednesday	bankcheck	24808	fruitvegs
85081	24-Dec-97	Wednesday	card	38259	charcuterie
85182	19-Dec-97	Friday	card	119	spirit drinks
85259	12-Dec-97	Friday	card	40930	fruitvegs
85475	09-Dec-97	Tuesday	card	37004	wine
86983	27-Dec-97	Saturday	card	43345	clothes
87101	04-Dec-97	Thursday	bankcheck	23097	fish
87482	04-Dec-97	Thursday	card	4010	meat
87703	11-Dec-97	Thursday	money	27709	meat
88019	18-Dec-97	Thursday	bankcheck	47361	fruitvegs
88359	16-Dec-97	Tuesday	card	23021	clothes
88549	20-Dec-97	Saturday	card	37593	spirit drinks
88972	22-Dec-97	Monday	money	31855	fish
89406	24-Dec-97	Wednesday	money	13218	charcuterie
89425	20-Dec-97	Saturday	bankcheck	28862	beer
89460	25-Dec-97	Thursday	money	33419	clothes
89559	12-Dec-97	Friday	bankcheck	24381	fruitvegs
89649	13-Dec-97	Saturday	bankcheck	26962	fruitvegs
90264	13-Dec-97	Saturday	card	10497	fish
90861	04-Dec-97	Thursday	money	38256	clothes
90911	11-Dec-97	Thursday	money	30521	fruitvegs
91117	09-Dec-97	Tuesday	card	33610	dairy
91928	11-Dec-97	Thursday	card	12364	dairy
91972	27-Dec-97	Saturday	card	49158	clothes
92227	13-Dec-97	Saturday	money	42533	canned
92883	24-Dec-97	Wednesday	card	18821	fruitvegs
93393	06-Dec-97	Saturday	money	35457	fruitvegs
93469	19-Dec-97	Friday	bankcheck	32766	spirit drinks
93891	13-Dec-97	Saturday	card	36595	fish
94015	06-Dec-97	Saturday	bankcheck	48200	wine
95141	15-Dec-97	Monday	card	45343	clothes
95443	27-Dec-97	Saturday	card	47924	fruitvegs
95488	30-Dec-97	Tuesday	card	11975	fruitvegs
95921	02-Dec-97	Tuesday	money	34858	wine
96078	20-Dec-97	Saturday	money	10461	frozen_meals
96289	22-Dec-97	Monday	card	16136	canned
96512	01-Dec-97	Monday	card	37872	wine
96584	03-Dec-97	Wednesday	money	17336	spirit drinks
96982	29-Dec-97	Monday	card	15496	charcuterie
97761	02-Dec-97	Tuesday	card	32318	fish
98809	24-Dec-97	Wednesday	card	45590	charcuterie
99292	08-Dec-97	Monday	card	3990	fish
99457	06-Dec-97	Saturday	card	38201	canned
99624	06-Dec-97	Saturday	bankcheck	20933	wine
99849	20-Dec-97	Saturday	money	37025	fruitvegs
100047	16-Dec-97	Tuesday	bankcheck	24196	dairy
100393	10-Dec-97	Wednesday	money	28775	dairy
100553	24-Dec-97	Wednesday	card	24146	wine
100754	01-Dec-97	Monday	bankcheck	11329	frozen_meals
101544	12-Dec-97	Friday	card	38566	fruitvegs
102206	12-Dec-97	Friday	card	27668	canned
102703	09-Dec-97	Tuesday	card	40043	meat
102733	13-Dec-97	Saturday	money	28515	clothes
102887	21-Dec-97	Sunday	bankcheck	33316	fruitvegs
102934	19-Dec-97	Friday	bankcheck	37735	wine
103168	21-Dec-97	Sunday	card	12268	clothes
103385	05-Dec-97	Friday	money	22830	fish
103462	03-Dec-97	Wednesday	money	40338	fruitvegs
104554	27-Dec-97	Saturday	money	19063	beer
104630	06-Dec-97	Saturday	card	49689	fruitvegs
104903	16-Dec-97	Tuesday	money	34444	wine
105225	22-Dec-97	Monday	money	28534	fruitvegs
105429	27-Dec-97	Saturday	money	1529	frozen_meals
105816	28-Dec-97	Sunday	card	22647	canned
106044	02-Dec-97	Tuesday	card	36134	frozen_meals
106494	10-Dec-97	Wednesday	card	46581	wine
106531	14-Dec-97	Sunday	money	11658	fruitvegs
106649	08-Dec-97	Monday	card	25812	fish
107714	08-Dec-97	Monday	card	22197	fruitvegs
108739	15-Dec-97	Monday	money	10974	wine
109048	21-Dec-97	Sunday	card	42580	wine
109224	03-Dec-97	Wednesday	bankcheck	20095	beer
109884	23-Dec-97	Tuesday	card	35822	dairy
10236	07-Dec-97	Sunday	money	42057	charcuterie
10360	08-Dec-97	Monday	bankcheck	27401	beer
10451	05-Dec-97	Friday	bankcheck	15017	canned
10645	09-Dec-97	Tuesday	card	18480	charcuterie
10872	07-Dec-97	Sunday	money	20618	dairy
10944	08-Dec-97	Monday	card	45328	frozen_meals
11220	03-Dec-97	Wednesday	card	23632	clothes
11241	18-Dec-97	Thursday	bankcheck	33890	beer
11357	09-Dec-97	Tuesday	money	1075	fish
12547	27-Dec-97	Saturday	card	32307	meat
12582	03-Dec-97	Wednesday	money	25601	wine
12584	13-Dec-97	Saturday	card	46632	beer
12782	20-Dec-97	Saturday	bankcheck	31330	canned
39808	15-Dec-97	Monday	bankcheck	42712	clothes
40282	16-Dec-97	Tuesday	money	33521	wine
40459	13-Dec-97	Saturday	card	37994	clothes
40505	14-Dec-97	Sunday	card	43039	wine
40579	16-Dec-97	Tuesday	money	4954	wine
40789	08-Dec-97	Monday	money	1119	fruitvegs
41132	07-Dec-97	Sunday	bankcheck	18441	canned
41805	14-Dec-97	Sunday	money	48579	dairy
41841	13-Dec-97	Saturday	money	18282	clothes
41996	27-Dec-97	Saturday	card	28347	clothes
42459	04-Dec-97	Thursday	card	32645	wine
42689	06-Dec-97	Saturday	card	12204	fruitvegs
43800	27-Dec-97	Saturday	card	44283	clothes
44235	24-Dec-97	Wednesday	money	27727	wine
44594	09-Dec-97	Tuesday	money	46675	clothes
44825	02-Dec-97	Tuesday	card	36945	clothes
46054	09-Dec-97	Tuesday	card	14281	spirit drinks
46419	26-Dec-97	Friday	card	45324	clothes
47251	21-Dec-97	Sunday	card	46406	dairy
47330	20-Dec-97	Saturday	money	20935	frozen_meals
47341	22-Dec-97	Monday	card	31976	clothes
47343	25-Dec-97	Thursday	card	48955	frozen_meals
47441	26-Dec-97	Friday	card	13543	clothes
47489	30-Dec-97	Tuesday	card	23024	wine
47598	02-Dec-97	Tuesday	card	42943	fruitvegs
47913	27-Dec-97	Saturday	bankcheck	49068	wine
47914	28-Dec-97	Sunday	money	44591	fish
48893	29-Dec-97	Monday	bankcheck	28328	clothes
49085	09-Dec-97	Tuesday	card	26194	dairy
49632	28-Dec-97	Sunday	card	10772	canned
49658	29-Dec-97	Monday	card	17208	clothes
50180	07-Dec-97	Sunday	money	35544	meat
50633	26-Dec-97	Friday	bankcheck	23064	clothes
51979	14-Dec-97	Sunday	card	20528	charcuterie
53750	05-Dec-97	Friday	bankcheck	38511	wine
53959	24-Dec-97	Wednesday	money	40868	spirit drinks
54313	05-Dec-97	Friday	money	30654	fish
55625	01-Dec-97	Monday	card	44863	clothes
55951	14-Dec-97	Sunday	card	15679	clothes
56097	16-Dec-97	Tuesday	money	46719	clothes
56452	28-Dec-97	Sunday	bankcheck	20823	meat
56885	14-Dec-97	Sunday	bankcheck	33569	spirit drinks
57207	10-Dec-97	Wednesday	bankcheck	39163	wine
57615	20-Dec-97	Saturday	card	46792	meat
57851	23-Dec-97	Tuesday	money	2956	charcuterie
57952	03-Dec-97	Wednesday	bankcheck	35149	canned
58235	07-Dec-97	Sunday	money	48115	canned
58343	05-Dec-97	Friday	card	13366	clothes
58485	25-Dec-97	Thursday	bankcheck	35547	clothes
58803	15-Dec-97	Monday	bankcheck	11292	canned
59297	17-Dec-97	Wednesday	bankcheck	49357	charcuterie
59352	20-Dec-97	Saturday	money	49421	fish
60890	25-Dec-97	Thursday	card	44632	charcuterie
61011	04-Dec-97	Thursday	money	18125	clothes
61255	03-Dec-97	Wednesday	money	49567	wine
61618	12-Dec-97	Friday	bankcheck	34474	canned
62022	05-Dec-97	Friday	money	42713	wine
62264	25-Dec-97	Thursday	card	43334	clothes
63829	07-Dec-97	Sunday	card	29858	clothes
64861	01-Dec-97	Monday	money	18771	frozen_meals
65088	14-Dec-97	Sunday	bankcheck	11941	fish
65418	10-Dec-97	Wednesday	money	38602	clothes
66267	19-Dec-97	Friday	money	1569	clothes
66940	26-Dec-97	Friday	card	43961	fish
67063	23-Dec-97	Tuesday	card	40015	fish
67133	24-Dec-97	Wednesday	bankcheck	36691	clothes
67362	26-Dec-97	Friday	money	25357	clothes
67799	24-Dec-97	Wednesday	card	16972	fish
68058	01-Dec-97	Monday	money	49886	clothes
68119	06-Dec-97	Saturday	bankcheck	15180	spirit drinks
68438	06-Dec-97	Saturday	money	23424	clothes
69110	23-Dec-97	Tuesday	money	11849	frozen_meals
69372	13-Dec-97	Saturday	card	11540	clothes
69380	15-Dec-97	Monday	bankcheck	34038	clothes
69401	16-Dec-97	Tuesday	money	3675	clothes
69718	18-Dec-97	Thursday	card	43398	wine
69884	20-Dec-97	Saturday	money	189	clothes
70018	23-Dec-97	Tuesday	bankcheck	42800	clothes
70858	24-Dec-97	Wednesday	money	20946	canned
71462	05-Dec-97	Friday	card	40998	wine
71607	23-Dec-97	Tuesday	money	23498	clothes
71887	11-Dec-97	Thursday	money	3007	frozen_meals
72454	20-Dec-97	Saturday	money	44126	beer
72902	10-Dec-97	Wednesday	money	46545	wine
72979	01-Dec-97	Monday	bankcheck	21361	spirit drinks
73480	10-Dec-97	Wednesday	bankcheck	13976	frozen_meals
73708	23-Dec-97	Tuesday	bankcheck	43307	wine
74876	13-Dec-97	Saturday	money	18294	beer
75815	05-Dec-97	Friday	card	19193	frozen_meals
76777	10-Dec-97	Wednesday	card	4375	wine
76944	12-Dec-97	Friday	money	47616	charcuterie
77335	18-Dec-97	Thursday	money	47813	wine
77419	21-Dec-97	Sunday	card	29740	frozen_meals
78030	19-Dec-97	Friday	card	34647	wine
78598	15-Dec-97	Monday	money	48657	clothes
79001	16-Dec-97	Tuesday	card	38552	dairy
80198	25-Dec-97	Thursday	card	3427	clothes
80438	04-Dec-97	Thursday	card	15835	clothes
80578	12-Dec-97	Friday	card	30687	clothes
80728	08-Dec-97	Monday	money	21265	clothes
81616	18-Dec-97	Thursday	card	43869	meat
81690	26-Dec-97	Friday	card	37362	wine
